,Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London"
190,Man. City,1,20,3,5,12,1,9,8,39,678,84.3657817109145,572,110.6,45,4,8,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Liverpool,2,8,3,5,0,0,9,0,39,304,72.6973684210526,221,114.9,54,6,28,12,4,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Liverpool,3,9,5,2,2,0,0,3,39,390,74.8717948717949,292,120.8,59,4,33,5,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Man. City,0,7,0,2,5,0,0,4,39,752,86.7021276595745,652,115.5,54,4,23,2,4,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Barcelona,4,19,9,6,4,1,10,3,39,650,89.2307692307692,580,108,58,1,12,7,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Roma,1,16,3,6,7,0,10,0,39,455,81.5384615384615,371,113,52,7,10,4,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Juventus,0,12,2,6,4,0,5,1,39,519,89.0173410404624,462,109.5,37,6,8,0,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Real Madrid,3,12,6,6,0,2,5,0,39,663,90.9502262443439,603,108.7,39,5,14,4,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Sevilla,1,8,4,3,1,0,3,1,39,423,82.74231678487,350,116,39,2,14,3,2,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Bayern,2,10,4,3,3,0,3,3,39,578,87.8892733564014,508,111.6,38,5,11,1,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Barcelona,3,8,7,1,0,0,4,1,39,597,89.2797319932998,533,106.2,43,7,17,4,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Chelsea,0,8,3,1,4,2,4,6,39,471,82.5902335456476,389,110,49,6,3,0,3,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Beşiktaş,1,17,4,7,6,0,4,3,39,479,83.2985386221294,399,100.5,53,3,9,0,2,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Bayern,3,13,6,7,0,0,4,1,39,466,83.2618025751073,388,105.2,63,3,15,6,3,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Man. United,1,17,4,8,5,0,5,1,39,519,79.383429672447,412,106.3,54,1,6,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Sevilla,2,19,6,8,5,0,5,1,39,492,82.9268292682927,408,110.3,68,2,24,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Roma,1,10,3,4,3,0,2,5,39,343,80.466472303207,276,112.2,41,11,18,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,Shakhtar Donetsk,0,6,0,4,2,0,2,2,39,589,86.5874363327674,510,109.4,38,1,21,3,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208,Man. City,1,7,3,0,4,0,5,3,39,1096,92.5182481751825,1014,115.8,48,2,7,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Basel,2,4,3,0,1,0,5,5,39,322,79.1925465838509,255,119.3,50,1,20,4,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Tottenham,1,23,6,9,8,1,6,1,39,526,85.361216730038,449,118.5,57,4,6,1,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,Juventus,2,13,3,9,1,0,6,3,39,464,83.4051724137931,387,118,57,9,28,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Liverpool,0,12,5,5,2,1,1,5,39,819,87.4236874236874,716,115.1,54,5,4,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Porto,0,8,1,5,2,0,1,1,39,423,79.4326241134752,336,117.9,56,4,24,3,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Paris,1,8,2,3,3,0,7,5,39,582,89.6907216494845,522,108,42,3,7,6,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,Real Madrid,2,15,6,3,6,3,7,5,39,600,89,534,112.2,63,8,14,3,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,Shakhtar Donetsk,2,14,7,3,4,0,8,2,39,517,87.0406189555126,450,112.6,38,2,14,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Roma,1,13,8,3,2,0,8,3,39,497,86.5191146881288,430,115.1,33,1,13,4,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Sevilla,0,25,8,9,8,0,12,2,39,533,87.4296435272045,466,107.1,45,4,19,1,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Man. United,0,11,1,9,1,0,12,1,39,401,83.2917705735661,334,102.1,51,2,18,8,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Bayern,5,34,13,13,8,1,6,3,39,564,87.5886524822695,494,104.1,41,4,6,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Beşiktaş,0,15,1,13,1,0,6,1,39,255,72.9411764705882,186,94.8,43,2,17,9,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Chelsea,1,10,2,6,2,2,3,1,39,329,78.7234042553192,259,114.7,56,5,20,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,Barcelona,1,10,2,6,2,0,3,0,39,894,92.2818791946309,825,106.3,49,3,10,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,Real Madrid,3,17,8,4,5,0,11,8,39,503,89.662027833002,451,103.9,42,2,15,5,2,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Paris,1,13,4,4,5,0,11,1,39,495,87.8787878787879,435,105.7,39,4,15,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Porto,0,7,2,3,2,0,6,3,39,496,82.6612903225807,410,111.9,43,4,16,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Liverpool,5,11,6,3,2,1,6,0,39,604,83.7748344370861,506,112.9,52,3,18,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Basel,0,11,3,6,2,0,3,4,39,323,76.7801857585139,248,115.3,63,7,15,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
229,Man. City,4,15,7,6,2,0,3,3,39,892,90.695067264574,809,110,58,3,7,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230,Juventus,2,10,5,3,2,1,5,5,39,289,76.1245674740484,220,109.3,46,4,31,1,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Tottenham,2,10,6,3,1,0,5,0,39,638,87.6175548589342,559,109,37,8,11,2,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Tottenham,0,16,8,5,3,0,8,3,39,528,81.0606060606061,428,103.4,30,1,17,6,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Liverpool,2,14,3,5,6,0,8,2,39,280,67.5,189,105.1,37,1,23,3,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Ajax,2,16,4,5,7,1,6,2,39,390,79.2307692307692,309,117.9,60,4,24,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Tottenham,3,19,7,5,7,2,6,1,39,566,84.452296819788,478,114.9,53,0,12,7,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Liverpool,4,13,7,3,3,0,7,1,39,468,76.4957264957265,358,112.1,51,4,15,1,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Barcelona,0,9,5,3,1,0,7,2,39,622,82.3151125401929,512,105.4,48,1,24,3,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Barcelona,3,11,5,4,2,1,3,2,39,545,83.8532110091743,457,109.7,50,7,24,5,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Liverpool,0,12,3,4,5,1,3,1,39,593,81.2816188870152,482,111.1,49,4,7,2,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Tottenham,0,12,1,7,4,0,3,0,39,476,73.9495798319328,352,113.7,58,1,22,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,Ajax,1,14,2,7,5,1,3,5,39,468,77.7777777777778,364,115.3,60,2,18,4,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
242,Porto,1,20,8,8,4,0,6,2,39,473,78.4355179704017,371,108.9,58,1,11,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Liverpool,4,14,5,8,1,0,6,2,39,449,77.5055679287305,348,112.3,51,2,17,4,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Man. City,4,20,8,8,4,0,4,3,39,593,90.3878583473862,536,111.1,44,6,12,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Tottenham,3,16,6,8,2,0,4,2,39,322,80.7453416149068,260,113.4,44,4,22,4,4,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Juventus,1,11,2,4,5,0,4,1,39,426,78.169014084507,333,108.4,44,5,10,3,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Ajax,2,11,4,4,3,0,4,3,39,410,79.5121951219512,326,110.7,50,4,23,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Barcelona,3,13,6,4,3,0,8,0,39,809,92.336217552534,747,103.7,37,3,8,3,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Man. United,0,10,3,4,3,1,8,3,39,415,88.1927710843373,366,106.5,39,4,19,3,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Man. United,0,10,0,7,3,0,2,2,39,411,81.2652068126521,334,106.3,41,3,7,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Barcelona,1,10,3,7,0,0,2,0,39,807,91.6976456009913,740,104,30,1,24,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Ajax,1,18,6,9,3,0,4,4,39,611,85.924713584288,525,112.1,52,4,11,1,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Juventus,1,11,1,9,1,1,4,0,39,392,79.3367346938776,311,112,45,3,16,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Tottenham,1,13,4,5,4,0,3,2,39,386,80.3108808290155,310,111.9,49,4,21,4,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,Man. City,0,11,2,5,4,0,3,6,39,569,87.8734622144112,500,107.6,43,1,20,4,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
256,Liverpool,2,14,3,4,7,0,4,4,39,669,84.4544095665172,565,107.5,52,2,17,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Porto,0,8,3,4,1,0,4,2,39,368,71.4673913043478,263,109.3,56,2,22,7,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Barcelona,5,20,9,6,5,0,6,4,39,606,88.2838283828383,535,103.4,46,7,9,3,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Lyon,1,11,2,6,3,0,6,2,39,497,86.317907444668,429,105.5,47,1,6,5,2,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Bayern,1,6,1,2,3,0,2,5,39,599,85.9766277128548,515,113,57,4,19,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Liverpool,3,9,6,2,1,0,2,2,39,424,78.5377358490566,333,115.4,47,4,17,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Juventus,3,15,4,7,4,0,5,0,39,577,83.8821490467938,484,109.5,59,3,9,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Atlético,0,8,0,7,1,0,5,2,39,340,74.7058823529412,254,109.9,52,8,22,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Man. City,7,15,11,2,2,1,3,2,39,794,92.6952141057935,736,103.6,42,1,7,0,2,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Schalke,0,2,0,2,0,0,3,1,39,309,75.7281553398058,234,99.3,43,4,8,2,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Paris,1,11,4,5,2,1,4,4,39,759,91.5678524374177,695,108.5,42,8,7,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,Man. United,3,10,4,5,1,0,4,2,39,282,80.1418439716312,226,112.3,34,2,17,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,Porto,3,28,9,14,5,0,10,1,39,570,85.0877192982456,485,143,56,1,31,8,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Roma,1,23,1,14,8,0,10,2,39,387,77.5193798449613,300,141.8,55,1,33,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Dortmund,0,20,6,5,9,0,10,4,39,788,89.8477157360406,708,112.9,51,2,7,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Tottenham,1,7,1,5,1,0,10,2,39,429,83.4498834498835,358,116.4,47,7,23,9,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Real Madrid,1,20,7,10,3,2,6,1,39,539,79.7773654916512,430,105.3,42,5,11,2,3,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Ajax,4,20,8,10,2,0,6,7,39,405,78.2716049382716,317,115.3,45,6,29,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Atlético,2,13,5,4,4,1,8,1,39,323,74.3034055727554,240,108.4,33,9,16,3,3,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Juventus,0,10,3,4,3,0,8,0,39,546,89.9267399267399,491,105.2,34,1,20,4,1,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Schalke,2,7,2,1,4,0,2,2,39,307,81.4332247557003,250,107.3,42,8,20,8,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Man. City,3,16,6,1,9,0,2,0,39,635,89.2913385826772,567,106.2,37,1,12,4,4,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Lyon,0,5,2,2,1,1,2,0,39,423,81.5602836879433,345,107.2,35,2,28,8,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Barcelona,0,15,5,2,8,0,2,1,39,700,88.8571428571429,622,102,42,2,12,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Liverpool,0,16,2,11,3,0,5,1,39,503,80.1192842942346,403,110.9,44,3,9,2,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Bayern,0,14,1,11,2,0,5,2,39,530,84.5283018867925,448,111.8,46,3,26,3,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Tottenham,3,16,6,5,5,0,6,3,39,619,89.1760904684976,552,113.3,51,7,9,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,Dortmund,0,11,6,5,0,0,6,1,39,545,87.5229357798165,477,114.6,43,1,9,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Ajax,1,19,7,10,2,1,3,5,39,547,84.2778793418647,461,111.4,63,3,5,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Real Madrid,2,20,8,10,2,0,3,0,39,550,84.9090909090909,467,106.2,52,5,20,2,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Roma,2,13,9,4,0,2,1,1,39,346,76.3005780346821,264,113.2,39,0,8,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,Porto,1,9,2,4,3,0,1,0,39,487,83.5728952772074,407,112,50,2,14,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288,Man. United,0,10,1,5,4,0,3,2,39,449,84.4097995545657,379,100.8,43,0,8,3,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Paris,2,13,5,5,3,0,3,1,39,570,87.3684210526316,498,102.7,44,6,23,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
